id,length,comment,annotator_1,annotator_2,change
11002,37,අපේ රටට මේ සාරි ගෙනෙන්නෙ ඉන්දියාවෙන්.,neutral,neutral,1
11028,7,කේරළයේ.,neutral,neutral,1
11029,38,මහ නා හිමිවරු දැන් ඕව තමයි පෝම් කරන්නෙ,negative,negative,1
11042,32,උඹ දොස්තර ද නිකන් කට වහන් හිටපන්,negative,negative,1
11043,26,අපේ රටේ ඇත්ත නරිත් ඉන්නවාද,neutral,neutral,1
11049,12,කැලේ නරියෙක්,neutral,neutral,1
11059,10,නරි බෑනා ද,neutral,neutral,1
11075,30,සූකරයෝ තමයි ඔයවගේ වැඩ කරන්නේ,negative,negative,1
11093,24,දකින්න අප්පිරිය එකෙක් මූ,negative,negative,1
11094,27,ඒත් කතානායක ඔයගොල්ලොන්ගෙ නෙ,neutral,neutral,1
11097,39,නඩුත් හාමුදුරුවන්ගේ බඩුත් හාමුදුරුවන්ගේ,negative,negative,1
11106,35,කුමට එරට අධිකරණය නීතිය සහ විනිසුරන්,negative,negative,1
11112,24,උන්ගේ ජීවිත. උන් ගේ තීරන,neutral,neutral,1
11134,20,ඊළඟ කෑල්ල තවත් රසවත්,positive,positive,1
11137,33,දන්නා විදිහට තමයි මහේලව දාලා ගියේ,negative,negative,1
11155,40,අම්මෝ පාර්ලිමේන්තුවේ උන්ගේ බය ඇරෙන්න ඇති,positive,positive,1
11160,13,හරිම සතුටුයි.,positive,positive,1
11162,6,උම් බෑ,neutral,negative,0
11165,38,ගණන දොළොස් දහස් හත්සිය පනස් පහක් වෙලා.,neutral,neutral,1
11178,30,මේක ප්රජාචන්ත්රවාදී රටක් යකුනේ,conflict,neutral,0
11179,29,මහින්ද රනිල් ලේ ඥාතීන් ෂුවර්.,neutral,neutral,1
11181,40,ඒකට තමා කතාගොඩ ව ජාතික ලයිස්තුවෙන් එව්වෙ,negative,negative,1
11189,24,හිහිහිහිහීහීහී. ඕං චන්ඩි,negative,neutral,0
11190,22,චංඩින්ගෙ රෙදි ඉල්ලෙ නෝ,negative,negative,1
11199,24,හරි වැඩ අල්ලලා තියෙන්නෙ.,positive,positive,1
11208,20,ලංකාවේ හරක්ට හොදායි.,conflict,positive,0
11215,10,මං දන් නෑ.,negative,negative,1
11227,22,කියන්නෙ තවම නෑ කියන එක,negative,negative,1
11232,34,හොද තීරණයක්. ගන්න තිබ්බේ මීට කලින්,positive,positive,1
11234,17,නිවන් සුව අත්වේවා,positive,positive,1
11251,40,සුදාගෙ නම් පොඩි ගතියක් තියනවා. එකට වෙනවා,positive,positive,1
11282,30,මාකදුරේ මදුෂ් කොහෙද මචන් ඉන්නේ,neutral,neutral,1
11297,17,විදේශීය කුමන්ත්රණ,negative,negative,1
11351,20,තෝ වගේ මී හරකෙක් යකෝ,negative,negative,1
11352,42,මීට. නිහාල් නෙල්සන්ගෙන් බන අහන මරි ගොනෙක්.,negative,negative,1
11374,42,අල්ලේ පැලවෙන බොරු කියන එක පවක් නොවෙයිද බන්,negative,negative,1
11379,34,මමත් මෙයා දිහා බලාගෙන කරලා තියනවා.,neutral,neutral,1
11390,36,එහෙම නම් ඔක්කොම වල තමා තියන්න වෙන්නේ,negative,neutral,0
11397,41,කෑම්පස් කොල්ලන්ට පෙන්වන අවම බලය කෝ හෑබෑට.,neutral,neutral,1
11410,17,සාරැකාන්ට ජයවේවා.,positive,positive,1
11415,30,අපිට කොන්ත්රාත් එකක් වත් නැද්ද,negative,negative,1
11421,16,ඔන්න කරනවනම් වැඩ,positive,positive,1
11423,9,ඇයි චීනෙට,neutral,neutral,1
11437,35,ඒ උනාට නඟින්නේ නැත්තං වැඩක් නැහැනෙ.,negative,negative,1
11438,31,මෙයා හිලරිලට වඩා අපේ රටට හොදයි.,positive,positive,1
11441,7,මෙලනියා,neutral,neutral,1
11457,7,තල තෙල්,neutral,neutral,1
11467,38,මේ ඉතින් ජනතාවගේ පෙර පින් පලදෙන කාලෙනේ,positive,positive,1
11480,7,අනේ වහල,negative,negative,1
11493,42,18 වෙනි ශතවර්ෂයෙ උපකරණයක් ලංකාවට නවීන වෙලා,positive,negative,0
